TIME,FM1,PE1,PE2,PE3,PE4,TP1,TP2,EPOCH
2020-07-06 06:00:00+00:00,0.2908694,0.9429425,0.9674538,0.9079729,0.7475034,0.069075584,0.66884273,1594015200
2020-07-06 06:30:00+00:00,0.30640832,0.9414883,0.9662091,0.90798306,0.7481709,0.08050303,0.68826616,1594017000
2020-07-06 07:00:00+00:00,0.2973035,0.9405888,0.9635145,0.90676516,0.7458522,0.10884831,0.6804265,1594018800
2020-07-06 07:30:00+00:00,0.27496627,0.940404,0.96219176,0.90722525,0.7459158,0.16023359,0.7160186,1594020600
2020-07-06 08:00:00+00:00,0.277111,0.93941814,0.9650631,0.9067856,0.7450204,0.20280214,0.7160555,1594022400
2020-07-06 08:30:00+00:00,0.2816027,0.9411064,0.96464825,0.9069705,0.7438331,0.2253039,0.73016024,1594024200
2020-07-06 09:00:00+00:00,0.29402575,0.94145143,0.9660244,0.90683496,0.7459035,0.25827798,0.7792622,1594026000
2020-07-06 09:30:00+00:00,0.28722748,0.9395536,0.9639171,0.9064283,0.74352497,0.3020726,0.78561157,1594027800
2020-07-06 10:00:00+00:00,0.2705757,0.93109983,0.95367014,0.9176796,0.81247455,0.37212718,0.8278941,1594029600
2020-07-06 10:30:00+00:00,0.27921522,0.9252462,0.9455182,0.9180657,0.8250404,0.42029494,0.8422674,1594031400
2020-07-06 11:00:00+00:00,0.27751562,0.9247779,0.9515566,0.92196804,0.8276426,0.47663072,0.8659858,1594033200
2020-07-06 11:30:00+00:00,0.26792517,0.927908,0.9525179,0.92377764,0.8283348,0.5007618,0.9171518,1594035000
2020-07-06 12:00:00+00:00,0.27897242,0.9239501,0.9500779,0.9197006,0.8266834,0.49074313,0.879516,1594036700
2020-07-06 12:30:00+00:00,0.27703005,0.9276964,0.95103896,0.92396444,0.8279816,0.50763893,0.89518213,1594038700
2020-07-06 13:00:00+00:00,0.27096015,0.9278382,0.9535797,0.92193115,0.8254019,0.5449438,0.9046481,1594040400
2020-07-06 13:30:00+00:00,0.2888056,0.93045896,0.9540213,0.92401177,0.8292838,0.55791575,0.90874684,1594042200
2020-07-06 14:00:00+00:00,0.2783654,0.92614573,0.9524912,0.924938,0.8277925,0.5771408,0.8999937,1594044000
2020-07-06 14:30:00+00:00,0.27002943,0.9285241,0.9504352,0.92253494,0.82582283,0.62831974,0.9557816,1594045800
2020-07-06 15:00:00+00:00,0.28176457,0.9279326,0.94989294,0.92174417,0.826437,0.66796476,0.95991695,1594047600
2020-07-06 15:30:00+00:00,0.2746021,0.9307794,0.9534667,0.92508394,0.8282424,0.69692665,0.9606057,1594049400
2020-07-06 16:00:00+00:00,0.26288718,0.9268112,0.9525302,0.9234962,0.8276693,0.6960388,0.9669894,1594051200
2020-07-06 16:30:00+00:00,0.28127897,0.92417395,0.9490551,0.9203721,0.824342,0.6817863,1,1594053000
2020-07-06 17:00:00+00:00,0.27798098,0.9254803,0.95302516,0.9210007,0.8240462,0.6610164,0.9937199,1594054800
2020-07-06 17:30:00+00:00,0.2676824,0.9309293,0.9535551,0.9256281,0.8280144,0.6445531,0.8950586,1594056600
2020-07-06 18:00:00+00:00,0.26845124,0.9296332,0.95493335,0.92558706,0.82757074,0.61604875,0.9520353,1594058400
2020-07-06 18:30:00+00:00,0.28309992,0.92792445,0.94991547,0.9228184,0.82567084,0.5662138,0.9222606,1594060200
2020-07-06 19:00:00+00:00,0.28067195,0.9276122,0.9530231,0.9249176,0.82871693,0.50910383,0.8730863,1594062000
2020-07-06 19:30:00+00:00,0.27314532,0.9317405,0.9575254,0.92504895,0.8203,0.43296728,0.84459955,1594063700
2020-07-06 20:00:00+00:00,0.29111218,0.93055755,0.9562539,0.9208816,0.80690026,0.39090478,0.8270224,1594065700
2020-07-06 20:30:00+00:00,0.28164318,0.93406963,0.9566708,0.92261916,0.80906093,0.35792246,0.83394355,1594067500
2020-07-06 21:00:00+00:00,0.2738737,0.93917155,0.96331316,0.92901295,0.8144832,0.33219483,0.8043338,1594069200
2020-07-06 21:30:00+00:00,0.28471857,0.9332317,0.9597907,0.9228574,0.8086173,0.2967454,0.7755739,1594071000
2020-07-06 22:00:00+00:00,0.2935199,0.9390854,0.9617727,0.92686045,0.81251144,0.27055672,0.73607916,1594072800
2020-07-06 22:30:00+00:00,0.27787983,0.93641126,0.9613641,0.92719316,0.8123739,0.24822244,0.7432952,1594074600
2020-07-06 23:00:00+00:00,0.28212875,0.9339095,0.9588767,0.92315114,0.808223,0.23037963,0.73336005,1594076400
2020-07-06 23:30:00+00:00,0.29693928,0.93745863,0.96544504,0.92800665,0.81357133,0.22325204,0.7249603,1594078200
2020-07-07 00:00:00+00:00,0.27638257,0.93653446,0.96083623,0.9249176,0.8103076,0.21246172,0.6983467,1594080000
2020-07-07 00:30:00+00:00,0.27520907,0.9341436,0.9585317,0.92422336,0.8101229,0.21035567,0.7064012,1594081800
2020-07-07 01:00:00+00:00,0.29596812,0.9345873,0.96144205,0.9273658,0.8126101,0.2052477,0.7629917,1594083600
2020-07-07 01:30:00+00:00,0.28892702,0.93739694,0.9614646,0.92797995,0.81252587,0.1976438,0.75999296,1594085400
2020-07-07 02:00:00+00:00,0.26574,0.9322335,0.9554754,0.92280614,0.80811214,0.19086577,0.70447683,1594087200
2020-07-07 02:30:00+00:00,0.27229553,0.93239367,0.95792794,0.9225597,0.8078574,0.19256471,0.731761,1594089000
2020-07-07 03:00:00+00:00,0.28285715,0.9283044,0.9553399,0.91978484,0.8026281,0.19401646,0.7620923,1594090800
2020-07-07 03:30:00+00:00,0.29147637,0.938617,0.9619082,0.9268729,0.8111601,0.19519277,0.7579198,1594092500
2020-07-07 04:00:00+00:00,0.2583348,0.93437773,0.9594559,0.9248148,0.80796015,0.20550849,0.75845134,1594094300
2020-07-07 04:30:00+00:00,0.26658982,0.9369164,0.96204394,0.9267003,0.80859685,0.19701229,0.7058878,1594096300
2020-07-07 05:00:00+00:00,0.27484486,0.9409832,0.9657901,0.9204647,0.78003937,0.1849464,0.7583275,1594098000
2020-07-07 05:30:00+00:00,0.27338812,0.9413651,0.9640032,0.91875166,0.7720415,0.1605033,0.69951904,1594099800
2020-07-07 06:00:00+00:00,0.27096015,0.9370767,0.9620931,0.91675526,0.77014166,0.16348137,0.71774656,1594101600
2020-07-07 06:30:00+00:00,0.28929123,0.94081056,0.9654574,0.91978693,0.77444446,0.18999316,0.7494966,1594103400
2020-07-07 07:00:00+00:00,0.28977683,0.9371013,0.96312827,0.9175933,0.7716594,0.22682832,0.7293543,1594105200
2020-07-07 07:30:00+00:00,0.2671968,0.9380872,0.96530956,0.9177207,0.771684,0.26474717,0.7614324,1594107000
2020-07-07 08:00:00+00:00,0.26513305,0.9404307,0.96570396,0.92124104,0.7741488,0.28935546,0.778811,1594108800
2020-07-07 08:30:00+00:00,0.27545187,0.9445446,0.9688587,0.9236934,0.7776609,0.30377093,0.7699214,1594110600
2020-07-07 09:00:00+00:00,0.28577068,0.9422278,0.9680577,0.9199225,0.77340937,0.3090438,0.741139,1594112400
2020-07-07 09:30:00+00:00,0.268775,0.93954134,0.9610949,0.9147651,0.7699259,0.30564117,0.7921589,1594114200
2020-07-07 10:00:00+00:00,0.26571977,0.9433123,0.967121,0.92003334,0.77230024,0.3044667,0.78316,1594116000
2020-07-07 10:30:00+00:00,0.28309992,0.93887585,0.9649768,0.918308,0.7728302,0.31694058,0.7823963,1594117800
2020-07-07 11:00:00+00:00,0.27666584,0.9381262,0.9613044,0.91506696,0.770464,0.33356744,0.7863855,1594119600
2020-07-07 11:30:00+00:00,0.25930595,0.9363783,0.962734,0.91678005,0.76908386,0.34427965,0.80302906,1594121300
2020-07-07 12:00:00+00:00,0.26986757,0.9430699,0.96737576,0.9217318,0.7753071,0.33680022,0.80043703,1594123300
2020-07-07 12:30:00+00:00,0.28394973,0.94426113,0.9697214,0.9222474,0.7755167,0.30731323,0.77923506,1594125000
2020-07-07 13:00:00+00:00,0.27921522,0.9384322,0.9647571,0.91775346,0.7696384,0.31167004,0.81291205,1594126800
2020-07-07 13:30:00+00:00,0.26175416,0.93872786,0.96389234,0.920403,0.7714355,0.31703272,0.7428437,1594128600
2020-07-07 14:00:00+00:00,0.27618024,0.9411002,0.9636665,0.9173715,0.76942885,0.3124048,0.82344764,1594130400
2020-07-07 14:30:00+00:00,0.27593747,0.936405,0.96298045,0.9180493,0.770883,0.2887887,0.70241183,1594132200
2020-07-07 15:00:00+00:00,0.26646844,0.945395,0.9699555,0.9228718,0.7742472,0.26260158,0.7954727,1594134000
2020-07-07 15:30:00+00:00,0.27927592,0.9458693,0.9671479,0.9230033,0.77414465,0.25,0.74093723,1594135800
2020-07-07 16:00:00+00:00,0.28710607,0.94098717,0.9660244,0.92018116,0.7735305,0.24332862,0.75938755,1594137600
2020-07-07 16:30:00+00:00,0.27023172,0.9471181,0.9680331,0.92326206,0.77656406,0.24155755,0.6681661,1594139400
2020-07-07 17:00:00+00:00,0.28057963,0.9438365,0.97085804,0.9255529,0.77807486,0.25249445,0.7167219,1594141200
2020-07-07 17:30:00+00:00,0.2875512,0.9468738,0.9669117,0.9232744,0.7760589,0.24276282,0.7732386,1594143000
2020-07-07 18:00:00+00:00,0.26464745,0.94274753,0.9680577,0.92314494,0.7745185,0.22661304,0.74282557,1594144800
2020-07-07 18:30:00+00:00,0.27800122,0.94975746,0.9743427,0.92713773,0.77904326,0.21086927,0.735463,1594146600
2020-07-07 19:00:00+00:00,0,0.9595422,0.47826764,0.9360414,0.7869774,0.19746703,0.74720967,1594148400
2020-07-07 19:30:00+00:00,0.7071429,0.9463069,0.7404893,0.8933654,0.75599635,0.15854524,0.7171217,1594150100
2020-07-07 20:00:00+00:00,0.81542975,0.9284009,0.95590675,0.023603452,0,0.14845076,0.7276023,1594152000
2020-07-07 20:30:00+00:00,0.78289515,0.93227047,0.96249986,0.9062598,0.8398572,0.14688796,0.7030749,1594153900
2020-07-07 21:00:00+00:00,0.7513317,0.9299044,0.9578539,0.90507686,0.8352113,0.15073404,0.7007422,1594155600
2020-07-07 21:30:00+00:00,0.70216554,0.9252051,0.95299846,0.90038985,0.8320976,0.15437213,0.7211645,1594157400
2020-07-07 22:00:00+00:00,0.69773453,0.9298058,0.9571022,0.90480167,0.834098,0.16997571,0.72937053,1594159200
2020-07-07 22:30:00+00:00,0.6897829,0.9296703,0.9573734,0.90454274,0.83380634,0.14223696,0.64169997,1594161000
2020-07-07 23:00:00+00:00,0.6817707,0.93064386,0.9555863,0.9026819,0.8325371,0.15404753,0.7009379,1594162800
2020-07-07 23:30:00+00:00,0.6539706,0.93376166,0.96280384,0.9091147,0.8387481,0.169661,0.70097387,1594164600
2020-07-08 00:00:00+00:00,0.6335757,0.92949766,0.95816207,0.9063707,0.83467317,0.16716671,0.69395787,1594166400
2020-07-08 00:30:00+00:00,0.62799144,0.9257761,0.9537379,0.9037049,0.8315512,0.16684757,0.7193176,1594168200
2020-07-08 01:00:00+00:00,0.6350325,0.93318856,0.9637937,0.91177654,0.8401407,0.16493416,0.7302914,1594170000
2020-07-08 01:30:00+00:00,0.6110564,0.9341313,0.9629927,0.9111111,0.8377889,0.16779016,0.7051183,1594171800
2020-07-08 02:00:00+00:00,0.59302884,0.9319008,0.96033084,0.9067712,0.8346321,0.17280856,0.6918543,1594173600
2020-07-08 02:30:00+00:00,0.5950926,0.9334782,0.9615242,0.90725404,0.8345212,0.17879643,0.7158939,1594175400
2020-07-08 03:00:00+00:00,0.59090436,0.9259116,0.9535653,0.903064,0.82996553,0.18051945,0.7338029,1594177200
2020-07-08 03:30:00+00:00,0.5717842,0.927489,0.95408297,0.9037418,0.8312185,0.2106103,0.7424104,1594179000
2020-07-08 04:00:00+00:00,0.57057023,0.9296332,0.956794,0.9058964,0.83453345,0.20202741,0.7335825,1594180900
2020-07-08 04:30:00+00:00,0.57846105,0.93195003,0.9604213,0.9088806,0.8352482,0.18218197,0.7064231,1594182700
2020-07-08 05:00:00+00:00,0.5711772,0.9349323,0.96008444,0.90263265,0.8195605,0.16535057,0.70129126,1594184400
2020-07-08 05:30:00+00:00,0.55448496,0.93558544,0.96229035,0.901922,0.81449556,0.14204545,0.6591108,1594186200
2020-07-08 06:00:00+00:00,0.5589767,0.9325992,0.96210754,0.8990487,0.8128279,0.12584418,0.72045934,1594188000
2020-07-08 06:30:00+00:00,0.5558811,0.93031114,0.9591869,0.896779,0.80752045,0.12891631,0.7178335,1594189800
2020-07-08 07:00:00+00:00,0.5426487,0.9355609,0.96270937,0.8995026,0.8120926,0.14134997,0.68111765,1594191600
2020-07-08 07:30:00+00:00,0.5283237,0.93240595,0.96095943,0.8978266,0.8090857,0.14592959,0.69863844,1594193400
2020-07-08 08:00:00+00:00,0.5334224,0.9316667,0.9588275,0.89488125,0.80524075,0.15613765,0.7316691,1594195200
2020-07-08 08:30:00+00:00,0.53876394,0.9326772,0.9612715,0.89818394,0.8098189,0.15022434,0.738953,1594197000
2020-07-08 09:00:00+00:00,0.5273525,0.93553627,0.9637568,0.9014414,0.81289357,0.14311868,0.682705,1594198800
2020-07-08 09:30:00+00:00,0.5186119,0.9393072,0.9662091,0.9037787,0.8138178,0.14779152,0.6931768,1594200600
2020-07-08 10:00:00+00:00,0.5153342,0.9318514,0.95787853,0.8967667,0.8069167,0.15591292,0.66884273,1594202400
2020-07-08 10:30:00+00:00,0.5176205,0.93106276,0.9584577,0.89700085,0.8085558,0.16681567,0.70775485,1594204200
2020-07-08 11:00:00+00:00,0.49773145,0.9347332,0.9587104,0.8990712,0.8089173,0.18924332,0.7150284,1594206000
2020-07-08 11:30:00+00:00,0.4934825,0.93449074,0.9614894,0.90177,0.8111949,0.20396762,0.755614,1594207700
2020-07-08 12:00:00+00:00,0.49724585,0.9321349,0.9626477,0.8994409,0.8110327,0.21236593,0.75382644,1594209500
2020-07-08 12:30:00+00:00,0.51047826,0.9343532,0.96068823,0.89897263,0.8097635,0.24759535,0.7221538,1594211500
2020-07-08 13:00:00+00:00,0.5120564,0.9330099,0.9615755,0.89932996,0.8092089,0.27401125,0.7023632,1594213200
2020-07-08 13:30:00+00:00,0.49032617,0.933355,0.9596696,0.8927308,0.79735583,0.2840271,0.8080847,1594215000
2020-07-08 14:00:00+00:00,0.49044758,0.9313832,0.9603063,0.89336747,0.7963925,0.2849948,0.8085694,1594216800
2020-07-08 14:30:00+00:00,0.49748865,0.92883223,0.9553461,0.891369,0.7938107,0.2838994,0.7959024,1594218600
2020-07-08 15:00:00+00:00,0.49311835,0.93261546,0.95732397,0.8930595,0.79665333,0.2842186,0.80625814,1594220400
2020-07-08 15:30:00+00:00,0.47806498,0.93561006,0.9611443,0.89606434,0.798278,0.28454286,0.8074643,1594222200
2020-07-08 16:00:00+00:00,0.48996195,0.9358648,0.962734,0.89741987,0.7993625,0.28186893,0.80418146,1594224000
2020-07-08 16:30:00+00:00,0.48996195,0.9365693,0.96368694,0.89793754,0.8005435,0.28181398,0.7837687,1594225800
2020-07-08 17:00:00+00:00,0.47284487,0.9365221,0.965975,0.89609706,0.8001163,0.28385413,0.80886626,1594227600
2020-07-08 17:30:00+00:00,0.4764868,0.9365159,0.96244234,0.89806074,0.79921466,0.27602845,0.760362,1594229400
2020-07-08 18:00:00+00:00,0.47976455,0.93702734,0.9634241,0.8984366,0.80033606,0.2590203,0.79067856,1594231200
2020-07-08 18:30:00+00:00,0.45973387,0.93789,0.96447563,0.89938146,0.8016176,0.24348822,0.78649235,1594233000
2020-07-08 19:00:00+00:00,0.46240464,0.9283702,0.9566093,0.9018194,0.81940234,0.21488762,0.7353818,1594234800
2020-07-08 19:30:00+00:00,0.4717523,0.92883223,0.95790315,0.9071183,0.8345089,0.19056433,0.7541852,1594236500
2020-07-08 20:00:00+00:00,0.45896503,0.93124557,0.9586549,0.91176426,0.8371501,0.19176942,0.71373695,1594238500
2020-07-08 20:30:00+00:00,0.45817596,0.93303454,0.9596531,0.9131773,0.8386249,0.19911896,0.70273185,1594240300
2020-07-08 21:00:00+00:00,0.46586448,0.9319623,0.9598545,0.9103347,0.8364744,0.19362874,0.741939,1594242000
2020-07-08 21:30:00+00:00,0.45722502,0.92985505,0.95736086,0.90856016,0.83559334,0.19892745,0.7015522,1594243800
2020-07-08 22:00:00+00:00,0.4489295,0.93246764,0.95620257,0.90965694,0.83396035,0.21584485,0.7044007,1594245600
2020-07-08 22:30:00+00:00,0.45936972,0.93234444,0.9576238,0.9096509,0.83640665,0.18526554,0.7249603,1594247400
2020-07-08 23:00:00+00:00,0.4660466,0.9305411,0.957743,0.9089423,0.8340529,0.17811541,0.6992355,1594249200
2020-07-08 23:30:00+00:00,0.4482011,0.9286023,0.9577061,0.9085726,0.83540845,0.18606324,0.7278689,1594251000
2020-07-09 00:00:00+00:00,0.44164562,0.93243074,0.9604295,0.9099282,0.8378608,0.18181819,0.4548263,1594252800
2020-07-09 00:30:00+00:00,0.45160022,0.92828995,0.9571022,0.9078209,0.83337516,0.19318181,0.4548263,1594254600
2020-07-09 01:00:00+00:00,0.4526928,0.9315681,0.95784163,0.91028553,0.83638203,0.20454545,0.4548263,1594256400
2020-07-09 01:30:00+00:00,0.4353329,0.9296086,0.95688033,0.9096941,0.83638203,0.2159091,0.4548263,1594258200
2020-07-09 02:00:00+00:00,0.44443777,0.93340415,0.96001047,0.91001445,0.83580273,0.22727273,0.4548263,1594260000
2020-07-09 02:30:00+00:00,0.44480196,0.9316296,0.95948064,0.91130835,0.8366531,0.22727273,0.4548263,1594261800
2020-07-09 03:00:00+00:00,0.42671368,0.9264785,0.9546252,0.9036801,0.82923436,0.22727273,0.4548263,1594263600
2020-07-09 03:30:00+00:00,0.44358796,0.9281175,0.9568926,0.90665007,0.8319702,0.22727273,0.4548263,1594265300
2020-07-09 04:00:00+00:00,0.4297486,0.928364,0.95596844,0.9083631,0.8326726,0.22727273,0.4548263,1594267100
2020-07-09 04:30:00+00:00,0.42877743,0.9334782,0.95916027,0.91186285,0.8379594,0.18181819,0.43160298,1594269000
2020-07-09 05:00:00+00:00,0.43800366,0.94077367,0.9678605,0.89648336,0.7923134,0.1590909,0.40837967,1594270800
2020-07-09 05:30:00+00:00,0.4485653,0.93687946,0.96338713,0.8873393,0.7727316,0.13636364,0.40837967,1594272600
2020-07-09 06:00:00+00:00,0.4354543,0.9373477,0.9648659,0.8880665,0.7728425,0.13636364,0.40837967,1594274400
2020-07-09 06:30:00+00:00,0.4296272,0.93744636,0.96640635,0.88897836,0.77444446,0.13636364,0.40837967,1594276200
2020-07-09 07:00:00+00:00,0.4370325,0.9380501,0.9656917,0.8889414,0.7739393,0.13636364,0.40837967,1594278000
2020-07-09 07:30:00+00:00,0.44540897,0.93765587,0.9619453,0.88671076,0.7726453,0.13636364,0.40837967,1594279800
2020-07-09 08:00:00+00:00,0.42634946,0.94050246,0.96869856,0.89101166,0.7761821,0.13636364,0.43160298,1594281600
2020-07-09 08:30:00+00:00,0.4268351,0.9378654,0.96755236,0.8909994,0.77450615,0.13636364,0.40837967,1594283400
2020-07-09 09:00:00+00:00,0.43339056,0.9377668,0.9646318,0.88974243,0.7750361,0.13636364,0.85331714,1594285200
2020-07-09 09:30:00+00:00,0.42622808,0.93653446,0.9652603,0.888818,0.77405024,0.13636364,0.40837967,1594287000
2020-07-09 10:00:00+00:00,0.41032496,0.93687946,0.9597025,0.8861316,0.77213997,0.18181819,0.43160298,1594288800
2020-07-09 10:30:00+00:00,0.42270753,0.93862945,0.96458256,0.8873887,0.7729534,0.18181819,0.4199913,1594290600
2020-07-09 11:00:00+00:00,0.43181238,0.9361031,0.9630298,0.8860947,0.771832,0.18181819,0.40837967,1594292400
2020-07-09 11:30:00+00:00,0.4182158,0.9430042,0.9676018,0.8933039,0.77702004,0.18181819,0.43160298,1594294100
2020-07-09 12:00:00+00:00,0.40753278,0.9356841,0.9658887,0.88794327,0.7713513,0.18181819,0.43160298,1594296000
2020-07-09 12:30:00+00:00,0.41712323,0.9361277,0.9617727,0.9014373,0.8067441,0.18181819,0.43160298,1594297900
2020-07-09 13:00:00+00:00,0.42173636,0.9342299,0.96337485,0.9049987,0.8174778,0.18181819,0.43160298,1594299600
2020-07-09 13:30:00+00:00,0.4009773,0.93406963,0.96249986,0.9060586,0.81576496,0.18181819,0.43160298,1594301400
2020-07-09 14:00:00+00:00,0.40559042,0.936214,0.9613571,0.9066747,0.8172931,0.18181819,0.43160298,1594303200
2020-07-09 14:30:00+00:00,0.42161494,0.9363741,0.9630667,0.9082768,0.81825423,0.18181819,0.43160298,1594305000
2020-07-09 15:00:00+00:00,0.4126315,0.93750787,0.964336,0.90761137,0.817749,0.18181819,0.43160298,1594306800
2020-07-09 15:30:00+00:00,0.39769956,0.934846,0.96337485,0.90554094,0.8151981,0.18181819,0.43160298,1594308600
2020-07-09 16:00:00+00:00,0.40874678,0.9389251,0.9639663,0.90791947,0.81734234,0.18181819,0.43160298,1594310400
2020-07-09 16:30:00+00:00,0.40692583,0.9307671,0.9599366,0.90211505,0.81338644,0.18181819,0.43160298,1594312200
2020-07-09 17:00:00+00:00,0.39345062,0.9366454,0.9645455,0.9078701,0.81734234,0.18181819,0.43160298,1594314000
2020-07-09 17:30:00+00:00,0.39709255,0.9349817,0.9626971,0.9066132,0.81806946,0.18181819,0.43160298,1594315800
2020-07-09 18:00:00+00:00,0.4063188,0.9318762,0.9607745,0.9039267,0.81543225,0.18181819,0.40837967,1594317600
2020-07-09 18:30:00+00:00,0.39964193,0.9307917,0.9556849,0.90126485,0.8108972,0.18181819,0.40837967,1594319400
2020-07-09 19:00:00+00:00,0.38993007,0.9337494,0.96139073,0.90634197,0.81449556,0.18181819,0.40837967,1594321200
2020-07-09 19:30:00+00:00,0.4009773,0.9280189,0.957817,0.90205353,0.8127581,0.18181819,0.40837967,1594323000
2020-07-09 20:00:00+00:00,0.41335988,0.93394643,0.9615263,0.9049126,0.8139041,0.13636364,0.40755025,1594324700
2020-07-09 20:30:00+00:00,0.4009773,0.93445176,0.961514,0.9071554,0.8159128,0.13636364,0.4090834,1594326700
2020-07-09 21:00:00+00:00,0.3901729,0.9340821,0.9600352,0.9047769,0.8160483,0.13636364,0.4161208,1594328400
2020-07-09 21:30:00+00:00,0.39794236,0.9340081,0.96135366,0.90592307,0.81550604,0.13636364,0,1594330200
2020-07-09 22:00:00+00:00,0.40716863,0.93658364,0.9635473,0.90718,0.8170465,0.13636364,0.40837967,1594332000
2020-07-09 22:30:00+00:00,0.38823053,0.92958397,0.95727473,0.90345824,0.8126718,0.13636364,0.41501492,1594333800
2020-07-09 23:00:00+00:00,0.37961125,0.93503094,0.9622164,0.9058983,0.8167508,0.13636364,0.4304971,1594335600
2020-07-09 23:30:00+00:00,0.38689515,0.9319377,0.9596654,0.9056396,0.8133126,0.13636364,0.40837967,1594337400
2020-07-10 00:00:00+00:00,0.39867076,0.9360908,0.9648167,0.90681034,0.8171451,0.13636364,0.40837967,1594339200
2020-07-10 00:30:00+00:00,0.4004917,0.9303604,0.9596408,0.90562725,0.81476676,0.13636364,0.4078396,1594341000
2020-07-10 01:00:00+00:00,0.3848314,0.9380378,0.96750313,0.9098173,0.81906766,0.13636364,0.40805712,1594342800
2020-07-10 01:30:00+00:00,0.37985405,0.9319254,0.9576321,0.90475225,0.8139533,0.13636364,0.40837967,1594344600
2020-07-10 02:00:00+00:00,0.38555977,0.9320857,0.9584085,0.90269434,0.81280726,0.13636364,0.38515636,1594346400
2020-07-10 02:30:00+00:00,0.39721397,0.9288076,0.95833445,0.9029654,0.81023175,0.13636364,0.3856842,1594348200
2020-07-10 03:00:00+00:00,0.37912568,0.92912805,0.9551921,0.90177,0.81051505,0.13636364,0.40789583,1594350000
2020-07-10 03:30:00+00:00,0.38288903,0.9328373,0.9598872,0.90681034,0.8138424,0.13636364,0.40837967,1594351700
2020-07-10 04:00:00+00:00,0.3892017,0.9368424,0.961514,0.90779626,0.8143969,0.13636364,0.38515636,1594353700
2020-07-10 04:30:00+00:00,0.39733538,0.9381981,0.96423733,0.90731555,0.81592506,0.13636364,0.38515636,1594355500
2020-07-10 05:00:00+00:00,0.38725936,0.93533903,0.9597148,0.90641594,0.8149392,0.09090909,0.38381657,1594357200
2020-07-10 05:30:00+00:00,0.37402695,0.930804,0.95911086,0.9031872,0.8120678,0.09090909,0.38247675,1594359000
2020-07-10 06:00:00+00:00,0.4095966,0.9310504,0.9578908,0.90404993,0.8120678,0.045454547,0.36294276,1594360800
2020-07-10 06:30:00+00:00,0.6211932,0.9318145,0.95742255,0.9063913,0.8152967,0.09090909,0.38205993,1594362600
2020-07-10 07:00:00+00:00,0.5892654,0.9300522,0.9585809,0.9017331,0.8110821,0.13636364,0.40974578,1594364400
2020-07-10 07:30:00+00:00,0.56219375,0.93754494,0.9627709,0.91060597,0.81806946,0.20749162,0.43160298,1594366200
2020-07-10 08:00:00+00:00,0.5613439,0.93317,0.961933,0.9067856,0.8141628,0.2674825,0.4548263,1594368000
2020-07-10 08:30:00+00:00,0.546412,0.9297441,0.9566339,0.9028791,0.810244,0.27272728,0.4770399,1594369800
2020-07-10 09:00:00+00:00,0.5181263,0.93122303,0.95792794,0.90226305,0.80975115,0.30861247,0.49234086,1594371600
2020-07-10 09:30:00+00:00,0.52103984,0.9285735,0.95626426,0.901499,0.8093444,0.33612442,0.49718142,1594373400
